ID,Name of Piece,Author,Number of Copies,Google Drive Link
353,Responsorio de Navidad,Javier Busto,20,https://drive.google.com/file/d/1l2RMkuZJPpD3gWsLdnVrhzJBophCezfT/view?usp=drivesdk
354,Salve,Vicente Emilio Sojo,3,https://drive.google.com/file/d/10IaqL7Fg107coZY8Lre9_N10zJ1O2Sba/view?usp=drivesdk
355,Da droben vom berge,Don wiggins,10,https://drive.google.com/file/d/1GlYWY1YpOwYs7jS9M_QOgNxUUHYnOiSH/view?usp=drivesdk
356,Chansons a la Francaise,Rene Berthelot,10,https://drive.google.com/file/d/1-aC4CpHZ9KzX9_AGvAzYas9Hr8BtxO4P/view?usp=drivesdk
357,Ay agüita de mi tierra,Waldo Aranguiz,15,https://drive.google.com/file/d/14BiVsY624Yf-GP803UDAYzoFCUd09M3P/view?usp=drivesdk
358,De todos los caminos,Jesus Rondon,15,https://drive.google.com/file/d/1YOGnv9NnSBpmb_QyrAVvgq2b0szNUwDm/view?usp=drivesdk
359,Naranjitay,Luis Craff,5,https://drive.google.com/file/d/1X2ur9Nan1HwX0Ok5I0qhi4fSsOkBV_lu/view?usp=drivesdk
360,Irunian,Javier Busto,3,https://drive.google.com/file/d/1r8o4bPXRQrX0PzpYy8PjTW2-92p5_VnD/view?usp=drivesdk
361,Canto a Ejido,Roldan Fernandez,10,https://drive.google.com/file/d/1W70av2KSBk2PtDDZ0-YI4sgejXQnFgd9/view?usp=drivesdk
362,Ave verum,William Byrd,,https://drive.google.com/file/d/19cLr7vYa-SzPVm4q6DDzkcl8XmrflAr-/view?usp=drivesdk
363,Oi no colo dela,Isaac Karabtchevsky,15,https://drive.google.com/file/d/1w2QfR4GMjvPbhDg_D8JGFhtTymoKJojD/view?usp=drivesdk
364,O vos omnes,Giovanni Matteo Asola,15,https://drive.google.com/file/d/1U5HeL0K-mEg5QxqP5U2NnbyPpHp1i3qp/view?usp=drivesdk
365,Musica,Jakobus Gallus,5,https://drive.google.com/file/d/1M15DLKYIA4EA7lWucktB2vzr0ls-DtpA/view?usp=drivesdk
366,Misa a Santa Ifigenia,Vicente Emilio Sojo,10,https://drive.google.com/file/d/1hmEvkx_H8NKd-fxCnclXRlCHp71i4TuH/view?usp=drivesdk
367,Himno a Bolivar,Teresa Carreño,20,https://drive.google.com/file/d/1Wjwkgqf7zc6SfRw7stD_VrNtQyijlFdc/view?usp=drivesdk
368,Aclamacion,Roldan Fernandez,30,https://drive.google.com/file/d/1N5F8mMPfMZ_Seq90ci-bN2VPoaEvWBW2/view?usp=drivesdk
369,Canticos de Navidad,Juan Orrego Salas,10,https://drive.google.com/file/d/14mPIpyv2di7HSH5WSaFjxORzBMl2TagX/view?usp=drivesdk
370,Parranda,Anonimo,10,https://drive.google.com/file/d/1jwlcs0NWm2T2G95OSZb0sHBWZoyoIGKy/view?usp=drivesdk
371,La Cabrita,Modesta Bor,8,https://drive.google.com/file/d/1rm0V-zQYo6W27wVKDqkA4nXUaLpngw-s/view?usp=drivesdk
372,Which was the son of,Arvo Part,6,https://drive.google.com/file/d/1ABaJywMJmal9vQsM1pURSDVJeWmVnnaw/view?usp=drivesdk
373,La Mañana Ajena,Modesta Bor,30,https://drive.google.com/file/d/1DxH3GAgGQd9ucXhVDagptTZsGc4LNwwB/view?usp=drivesdk
374,Nostalgia Andina,Cesar Prato,10,https://drive.google.com/file/d/1JlzSNh4XHcgtb1LJ1hGT0zOOSnTQp5ns/view?usp=drivesdk
375,O Magnum Mysterium,Morten Lauridssen,15,https://drive.google.com/file/d/1Eey4i50BAAxwbvgp4QXPVyuMZGq8Rsne/view?usp=drivesdk
376,Es Cual la Violeta,Gilberto Rebolledo,10,https://drive.google.com/file/d/1sbECT7prJxvuzPwJcHIk4rjjBezmvga7/view?usp=drivesdk
377,A tu Regreso,Henry Martinez,5,https://drive.google.com/file/d/1-MvzRQGVppi8wA_9DhckyPZ-G1rW6k1S/view?usp=drivesdk
378,De Corazón,Ilan Chester,6,https://drive.google.com/file/d/11pI_WUHYALtLt8FA4eKOUe5181WS1pFU/view?usp=drivesdk
379,Tula Sizwe,Traditional Zulu,30,https://drive.google.com/file/d/1fdnyka44u-6fgZkpmkkrMbv_uQBzyJWT/view?usp=drivesdk
380,Saudades,Armando Nones,20,https://drive.google.com/file/d/1OZOtzZGgPLlLl_yZVfm3Fv0o3G6oHklC/view?usp=drivesdk
381,Ave Verum Corpus,Trond Kverno,5,https://drive.google.com/file/d/1AKUpFoP0gH9cvLBy-O2ovzT3XXxGHG9k/view?usp=drivesdk
382,Jesu Rex Admirabilis,Palestrina,7,https://drive.google.com/file/d/133YM53vOoB6q7rpWpEQ1yt53QVgenig2/view?usp=drivesdk
383,Cristo Risusciti,Anonimo,8,https://drive.google.com/file/d/13I7vixitTfa70hd_r1OM3MKs2cBs4Zln/view?usp=drivesdk
384,Salseo,Oscar Galian,30,https://drive.google.com/file/d/1NHBwkpyFcsaTFUcHdLBQqTLelnrZ7iy0/view?usp=drivesdk
385,Hush Little Baby,Boby Mcferrin,3,https://drive.google.com/file/d/1_bBIqvoVf5Gjzjq-HgXLtG91CyGPF71s/view?usp=drivesdk
386,Tres Villancicos Caribeños,M García,30,https://drive.google.com/file/d/1F5IE3-mou5jint2eqUYOovTj5xCMa_vR/view?usp=drivesdk
387,Abendlied,Josef Rheinberg,30,https://drive.google.com/file/d/1iqUCdIumMxJwwCb9NN6W8QGpFdcFUtnz/view?usp=drivesdk
388,The Blue Bird,C V Stanford,20,https://drive.google.com/file/d/1_ZQnPsbXorKy0ieTcOPR3AekOVit8Fme/view?usp=drivesdk
389,A la Molina,Aurelio Tello,30,https://drive.google.com/file/d/1ilo16_zJ-UwoM_hIApul1t28k2bhXp-S/view?usp=drivesdk
390,Rabo de Nube,Silvio Rodriguez,40,https://drive.google.com/file/d/1WcgSJFtD-N9IdAYYA7_wcXZFiWmmX7pe/view?usp=drivesdk
391,Milton Ordoñez,,31,https://drive.google.com/file/d/1dBO0DHB9Q5GHCnTijOPM0GuzpWAaxfqS/view?usp=drivesdk
392,Ave Verum Corpus,WA Mozart,14,https://drive.google.com/file/d/1VrsqYtgWM2lv6D_bZP_bD5Q70CnUBjmr/view?usp=drivesdk
393,Ave Maria qué muchacho,Anonimo,30,https://drive.google.com/file/d/16o1ZJE0tri8ywXIgFepOEuFdEkvRR8WU/view?usp=drivesdk
394,Maria Flor de Limon,Luis Fernando Moncada,15,https://drive.google.com/file/d/1w9nFZ2PBXw0iyxqRYvy-fXWc9mDgePvg/view?usp=drivesdk
395,Vaya un Pecado,Otilio Galindez,7,https://drive.google.com/file/d/1toU-Di-cZokjrEVajLvywmcILRJE21G2/view?usp=drivesdk
396,Hijo de la luna,Gregory Pino,,https://drive.google.com/file/d/14PrsB0LsjwOV40IuG3NZPp1R8owZ_Gux/view?usp=drivesdk
397,Somebody to Love,Gregory Pino,,
398,Y se quedarán los pájaros cantando,Maria Guinand,20,https://drive.google.com/file/d/1HhmTnZyGizjma_G_LlPWyBaDSkJGoXxB/view?usp=drivesdk
399,Dirait on,Morten Johannes Lauridsen,7,https://drive.google.com/file/d/1KLWZsKbF1yievYh-cumVduZJxM3feArQ/view?usp=drivesdk
400,Jamaican Marketplace,Larry Farrow,33,https://drive.google.com/file/d/1X_BOmfqhxqf0f2sBOP815272FS7GWlPt/view?usp=drivesdk
401,Nitida Stella,Marco Gemmani,22,https://drive.google.com/file/d/16PfEVzl9OmEy0m_fpTXchQgz-sDtBt8R/view?usp=drivesdk
402,El niño del Mar,Lena Sánchez Bor,35,https://drive.google.com/file/d/19zqcLHfnJOZZ_3GeoODT91dKkmb6Nh_A/view?usp=drivesdk
403,Puer Natus,Giuseppe Mignemi,25,https://drive.google.com/file/d/1OhZBlpGhrLiB2n_303jzJyN4nU6oUnNd/view?usp=drivesdk
404,Niño rey,Yaniel Fernández Aguila,30,https://drive.google.com/file/d/165ETuygY84xnYLBssRguMIGZWeCVg1Dd/view?usp=drivesdk
405,Rap,Andre Protasio,25,https://drive.google.com/file/d/1FYT2liqCdxIV32TLCOmOqtHSIRjXm885/view?usp=drivesdk
406,Presagio,Cesar Alejandro Carrillo,25,https://drive.google.com/file/d/1QSLiA5L9OlVLs64-k9ddwEKtu7nJAF9x/view?usp=drivesdk
407,Viene la Recluta,Gilberto Rebolledo,20,https://drive.google.com/file/d/12MeILxVsM9KBFOdgkklSywGTiQwtyuoA/view?usp=drivesdk
408,Solo de Guitarra,Beatriz Corona,,https://drive.google.com/file/d/16GAbKMuFyHqdPk3Z26Y2wjm5BwdXZtCL/view?usp=drivesdk
409,La vieja chacarera trunca,Claudio F San Severino,25,https://drive.google.com/file/d/1tFjYyQlAupVyA4Qsvdl-6dbcj7_k3gde/view?usp=drivesdk
410,Lady Madonna,Gregory Pino,1,https://drive.google.com/file/d/1iRKZAJfviOXJyiPvtBWnFoDc3gnmQXZr/view?usp=drivesdk
411,Ubi Caritas,Maurice Durufle,25,https://drive.google.com/file/d/1nnetaZBImQVHWWQFUZ0GHUPhiPqfQIwP/view?usp=drivesdk
412,Los grifiñafitos,"Henry Martinez, Oswaldo Aquique",30,https://drive.google.com/file/d/11wNhpW2NLqmPGw0PPAknSNUpyQ9Yr3ox/view?usp=drivesdk
413,Como el Mar,"Gustavo Adolfo Bequer, Alberto Carrera",25,https://drive.google.com/file/d/1xfjA-OKqOZPRODbZTEA7CYE8GUMB0FVA/view?usp=drivesdk
414,Nginisiponono,Johan van der Sandt,25,https://drive.google.com/file/d/154G6zROOkl8vgtca0-tAy5B5N6i68GsH/view?usp=drivesdk
415,Doña Ubenza,Liliana Cangiano,25,https://drive.google.com/file/d/1HQbTkmEK_pZ9xM83vzNhyuYobbcL6YMP/view?usp=drivesdk
416,Nerea Izango Zen,Javier Busto,40,https://drive.google.com/file/d/1XQh4jwMv7BC6JD1sDFLQBCRvGJmvVwcb/view?usp=drivesdk
417,Agur Maria (Ave Maria),Javier Busto,15,https://drive.google.com/file/d/1b497bWZW-uI2LMtmHeY81vnq77WkLrk-/view?usp=drivesdk
418,Misa Breve,Andres H Barrios G,15,https://drive.google.com/file/d/1kXGxgtTbOFyabwWo-aTKRJds_vtTcZzB/view?usp=drivesdk
419,Nordwind,Josef Rheinberg,35,https://drive.google.com/file/d/12HL-_41g3WD4stjOj7K_aKEwpnikTIQZ/view?usp=drivesdk
420,Danzante del Desterrado,Gerardo Guevara,35,https://drive.google.com/file/d/1PEBWh-ewyj-d2AVgF-bqXwby2yXOn0YR/view?usp=drivesdk
421,Con el Vito,Manuel Massoti Littel,39,https://drive.google.com/file/d/16QnTlyfsx_KxXN5_Obr8aSLDGcasfNlT/view?usp=drivesdk
422,Praça Clovis,"Paulo Vanzolini, Samuel Kerr",30,https://drive.google.com/file/d/1bhU1akZrTXaZ0jrHYoZrKgJEziKzrOZi/view?usp=drivesdk
423,Pinga con Limao,Wagner Franklin,,https://drive.google.com/file/d/1cdsa-aehx-DlAcuW8f6IbqV1uO1AOXQ6/view?usp=drivesdk
424,Hey Motswala,Mike Brewer,5,https://drive.google.com/file/d/1HzPFhE82CeeSg37jgYHOIPn5u0tQSRsX/view?usp=drivesdk
425,Ave Verum Corpus,Imant Raminsh,14,https://drive.google.com/file/d/1q06lSS5YfpoP9Bb8W6glq5rrZ67xa4LM/view?usp=drivesdk
426,His Rest,"Giles Farnaby, K Lee Scott",18,https://drive.google.com/file/d/1jyqLo9MTESw8SEJKNFiAX1hWqMEaK77x/view?usp=drivesdk
427,El Angel tuvo Razón,"Antonio Lauro, Efrain Arteaga",20,https://drive.google.com/file/d/1RU7uLzx9FNxsmei-qbncvCskxukX-kM2/view?usp=drivesdk
428,La restinga,Otilio Galindez,8,https://drive.google.com/file/d/1F6SazlaS17T_mObtHbUwvSzrgD708rN_/view?usp=drivesdk
429,Now Let us all with one accord,"Girolamo Conversi, K Lee Scott",18,https://drive.google.com/file/d/12ntFMygsgznvRG21bPTolRnZlr6zrtRX/view?usp=drivesdk
430,El Tramao,"Luis Laguna, Miguel Astor",10,https://drive.google.com/file/d/1Kl2jT2gwlWONwpokJ2Ci5uGVZmgTlW9C/view?usp=drivesdk
431,Il mio bel Foco,Benedetto Marcello,,https://drive.google.com/file/d/1Qca_c47OUuYl11FgmjucGZ32fdUypHer/view?usp=drivesdk
432,Karimatanu Kuicha,Ko Matsushita,12,https://drive.google.com/file/d/1xtXHlEd0BjH8AFzVRStVGDshT7JG7nzs/view?usp=drivesdk
433,Cantate Domino,Javier Busto,25,https://drive.google.com/file/d/1NQsMhDJBHXfNBhWY0h2UiLUH9FYZZRu6/view?usp=drivesdk
434,Misa C Dur,WA Mozart,2,https://drive.google.com/file/d/1k30OTz9T0P2oME94eD-HlCv9lDS5kK2n/view?usp=drivesdk
435,O Magnum Mysterium,Pedro de Cristo,14,https://drive.google.com/file/d/1WtYlmkX1wgBqlbeAZh3_s9kvnCC84sl0/view?usp=drivesdk
436,Precioso Querube,"Miguel Angel Bosch, Lena Sánchez Bor",12,https://drive.google.com/file/d/1oRU0KS-XKLjHvWb-5xF6scLyN0TQsgyu/view?usp=drivesdk
437,Voi Che Sapete,WA Mozart,4,https://drive.google.com/file/d/1YOR8Ga8e7Og3oIillP_qxNVvVpjkBf1F/view?usp=drivesdk
438,Yes Indeed,Jacques Morelembaum,20,https://drive.google.com/file/d/1FkIEN8s-1rf-ygrpi1oiQikmVDcYX_Ar/view?usp=drivesdk
439,Ojala que llueva Cafe,"Juan Luis Guerra, Ivan Cordero Mueses",24,https://drive.google.com/file/d/1HLOT3DD8IjG8hdoemt92pc3uoluphsrX/view?usp=drivesdk
440,Pater Noster,Nikolai Kedrov,8,https://drive.google.com/file/d/1_A9I1idNMvtI9fpwZDbXw2NEPg_UkDft/view?usp=drivesdk
441,La grey Zuliana,"Ricardo Aguirre, Oscar Galian",25,https://drive.google.com/file/d/17WTLZNR8m6i_0TaYrSjgATTMuYAc5CEI/view?usp=drivesdk
442,Hes the Lily of the Valley,Alice Parker,18,https://drive.google.com/file/d/1YQhWfGsrneq0jiCICgPz8tR29lY3pL0u/view?usp=drivesdk
443,El niño anunciado,"Pedro Lavie, Gilberto Rebolledo",35,https://drive.google.com/file/d/1yAcSH71GmXVyO25wRyuYIuFgm9jiBvtF/view?usp=drivesdk
444,Precioso Niñito,"Rigoberto Arellano Marquez, Engelberth Arellano",25,https://drive.google.com/file/d/18rSJILtexAR59ekRez5LCsBQGuxorKGL/view?usp=drivesdk
445,Aguinaldo Refraniao,"Lucia Piñango, Moises Mata",15,https://drive.google.com/file/d/1e8dVcsEk3MmqYvM9fbTZ3Pe6NThfI-0p/view?usp=drivesdk
446,Canto Navideño,Miguel Delgado Estevez,24,https://drive.google.com/file/d/1TERk9WwlxEhOdNvfcS4pd-cZ_Sm5Qmmt/view?usp=drivesdk
447,Hodie Christus Natus est,Javier Busto,10,https://drive.google.com/file/d/1TJIPJJAx-CULbyV1a_6GrVYj2Iywja-Q/view?usp=drivesdk
448,Alleluia del Vallecito,Javier Busto,20,https://drive.google.com/file/d/1XHfhwrrzrb6j1h25PlL0-dhNDXu5sq0A/view?usp=drivesdk
449,Villancico Modal,Eduardo Plaza Alfonso,40,https://drive.google.com/file/d/1tc6eGr6pg_JNykrfKjE6C8tCWrHjNBEu/view?usp=drivesdk
450,Frühlingsblick,Max Reger,20,https://drive.google.com/file/d/1kmEVmNmeXLwQ-atO9cU5ubt1-ImYABX-/view?usp=drivesdk
451,Purisima,"Rafael Izaza, Cesar Alejandro Carrillo",40,https://drive.google.com/file/d/1l2efI06aoxmvug9DD3O7VBPK93X__9g9/view?usp=drivesdk
452,Acalanto para o Menino Jesus,Ernani Aguiar,30,https://drive.google.com/file/d/1qR-Rys_g8lr8yRFO9DNakvZNxZVd1j7R/view?usp=drivesdk
453,Krismas dodzi vo,Robert M Kwami,15,https://drive.google.com/file/d/1qSZWFbUBtRxFNDztHUSeEA0TWHvltcte/view?usp=drivesdk
454,Que le pasa a esa mujer,"Juan Almeida, Conrado Monier",10,https://drive.google.com/file/d/1LQiwO-mE_e1OLlKhVwEJbKCzAEy2qj_W/view?usp=drivesdk
455,Kuttun Kantak,Javier Busto,27,https://drive.google.com/file/d/1nSC275ElsFWo7-ARQ-t7XszYLInhwUh-/view?usp=drivesdk
456,Glory Glory Glory to the newborn king,Moses Hogan,9,https://drive.google.com/file/d/1VOiO1iXPVo-iBYwR4XTm9Cr0WqbptG7O/view?usp=drivesdk
457,Llega la navidad,"Ramon Diaz, Juan Tony Guzman",26,https://drive.google.com/file/d/1qWuG10WrP-M0bct7pyd2q7nYJwZfFMjZ/view?usp=drivesdk
458,Ave Maria,Antonio Estevez,4,https://drive.google.com/file/d/1i1Cpb_j3IRbThzFre24fEUHgbNglx_Jo/view?usp=drivesdk
459,Cantate Domino,Claudio Monteverdi,15,https://drive.google.com/file/d/1dnSQwm2rAt7vN0joetxFj559Ni6Gz6dQ/view?usp=drivesdk
460,Veni,Knut Nystedt,2,
461,El Ausente,Carmen Ortiz,7,https://drive.google.com/file/d/1O7fcVrNEmZoIVDa5breySXUcpzekDc8_/view?usp=drivesdk
462,Sambaele,David Machado,15,https://drive.google.com/file/d/1XnwS3c13PCu2hmcbirtTSZIh9xmMYSmz/view?usp=drivesdk
463,I Will sing with the spirit,John Rutter,10,https://drive.google.com/file/d/1t486bqD0ABX7WE_XXuuXABQu37PnPr9o/view?usp=drivesdk
464,Noel Ayisyen,Emile Desamours,8,https://drive.google.com/file/d/1ODlsuh372D8J0hNbz9FYI7LEQGiuZWMK/view?usp=drivesdk
465,Mancha de la Creacion,"Georg Friedrich Haendel, Mario Baeza",7,https://drive.google.com/file/d/1nJ4rk1sLXCb2YamgFHg6H2aFneuDvF-7/view?usp=drivesdk
466,-,-,-,
467,Canteme,"Silvio Rodríguez, Beatriz Corona",20,https://drive.google.com/file/d/1AOMucKTwqbKsZoju2XzasYtgB2gNuMFY/view?usp=drivesdk
468,Ave Maria,Franz Biebl,9,https://drive.google.com/file/d/1PdGyMoCHGNmsvA4XgEmXRhF2ydYQ53qo/view?usp=drivesdk
469,Tonada Llanera,"Alberto Arvelo Torrealba, Antonio Estevez",14,https://drive.google.com/file/d/1dEcuB2v9alKiLfWzWk7zAPZig3gUYUWG/view?usp=drivesdk
470,Tres Cantos Andinos,Dante Andreo,17,https://drive.google.com/file/d/1EE6V0JiZj23N9zy2SQCqyE6os58j3VOO/view?usp=drivesdk
471,Ave Virgo Sanctissima,Francisco Guerrero,12,https://drive.google.com/file/d/1daLCCPE4pxTuQFBsv1QOQiDOo1AJzpTR/view?usp=drivesdk
472,Que Chula es Puebla,Rafael Hernandez,3,https://drive.google.com/file/d/1aANGSAOhOGuUFHVVm4Zb4onX1clT_SBJ/view?usp=drivesdk
473,Cielito Lindo,Ramon Noble,5,https://drive.google.com/file/d/1hDZvLoI99QmD2aJkl-tPEmHKiTkVskaS/view?usp=drivesdk
474,Lo eta Dantza,Javier Busto,11,https://drive.google.com/file/d/1Gj5npRYpOjwKfTwpmiurBEEJvvKk4D7v/view?usp=drivesdk
475,Esplendido Sol,"Maria Rodriguez, Jose Geraldo Arrieche",8,https://drive.google.com/file/d/1DT5bR6MyYNVeS12cjLQ9pMngfl9agiq-/view?usp=drivesdk
476,O sacrum Convivium,Tomas Luis de Victoria,1,https://drive.google.com/file/d/1kMYSPQOMStJW_5K_K_rA8Ws3W4pydML7/view?usp=drivesdk
477,O crux,Knut Nystedt,13,https://drive.google.com/file/d/1TbjXQb5FcIsmBvvjpGZmAJeV7s8kT8Pd/view?usp=drivesdk
478,Ave Maria,Tomas Luis de Victoria,7,https://drive.google.com/file/d/1muTjnKK3WRmktipjUN9flnyvtbDcBXAW/view?usp=drivesdk
479,Ave Maria,Juan E Martini,17,https://drive.google.com/file/d/1jZF8tcDbK-7TzJXUh3IjrOL_Oz6DY6Bl/view?usp=drivesdk
480,Sure on this Shining Night,Morten Lauridssen,11,https://drive.google.com/file/d/1GXjyX0N_RzU6ppxuSK6a1spF25-jWe1P/view?usp=drivesdk
481,Victimae Paschali Laudes,Javier Busto,10,https://drive.google.com/file/d/1Z23fGmSSzdXgCij0R2L-Ke92FZTBL-Ld/view?usp=drivesdk
482,The Battle of Jericho,Moses Hogan,13,https://drive.google.com/file/d/1o6rrzOxKkOBNdh9WWqDxkrbdaNUkLPU-/view?usp=drivesdk
483,De Oriente Venimos,Rafael Suarez,1,https://drive.google.com/file/d/15oybCuzVDt0ZIJ9nCGN7Iclzq8z-HhOJ/view?usp=drivesdk
484,Los Peces en el Rio,Juan Manuel Hernández,7,https://drive.google.com/file/d/1t4PKlmgFFINqpH8rqu8hnvZzlPcKOUWi/view?usp=drivesdk
485,I hear a voice a prayin,Houston Bright,5,https://drive.google.com/file/d/1eZwoHcCpNNJIHxEhsrliorwlnWia4Jf6/view?usp=drivesdk
486,Quien Fuera,"Silvio Rodríguez, Yaniel Fernandez",7,https://drive.google.com/file/d/1ZP2yuiAlDkoDwLbv-SL4Ak-TlP59_lF5/view?usp=drivesdk
487,Abranme la Puerta,Modesta Bor,,https://drive.google.com/file/d/1NCT75qJm9GNSujcLedL75SiPtMo-Ccq6/view?usp=drivesdk
488,Mi niño Jesús,"Lucia Piñango, Moises Mata",25,https://drive.google.com/file/d/1qfUVU6H6Oyy-v-3IQhTSJP0udx4Luvih/view?usp=drivesdk
489,Misty,Kirby Shaw,17,https://drive.google.com/file/d/1GKT1Dbx_1fjwUwMU2bi0ECQn40si7xBE/view?usp=drivesdk
490,Ubi Caritas,Ola Gjeilo,,https://drive.google.com/file/d/1uKzgoJk_49Py39z_BwZegCOTFXKV2XdK/view?usp=drivesdk
491,Berimbau,"Arlindo Texeira, Jose Geraldo Arrieche",16,https://drive.google.com/file/d/1pGJoIlwMjus1dxZhvI-LA5kStlKCmk6d/view?usp=drivesdk
492,Brillará una estrella,"Jesus Morillo, Jose Geraldo Arrieche",20,https://drive.google.com/file/d/1l62mQk6mbh_B7wZ-2kG0Is_5-1QoexDN/view?usp=drivesdk
493,Cantate Domino,Josu Elberdin,7,https://drive.google.com/file/d/1Z7z537D5vDz2owXfrFProOMVAaFSGEKd/view?usp=drivesdk
494,Lumen,"Liber Usualis, Armando Nones",6,https://drive.google.com/file/d/1zOJPFa5weR3h4Q_dqLdlUcM6Ydi2D5pg/view?usp=drivesdk
495,Es Por Tradición,Pastor Giménez Ortega,11,https://drive.google.com/file/d/1lvyRk1nWV5ofzKRYmcYmzP0o9WQUJ0AT/view?usp=drivesdk
496,Aguinaldo Indigena,Gonzalo Castellanos,10,https://drive.google.com/file/d/1gLm9kHnVpxQZ4Jw73oepEhutbDJuKo9s/view?usp=drivesdk
497,Maria Maria,"Milton Nascimento, Damiano Cozzella",3,https://drive.google.com/file/d/1IYX1lSYKJwxeLmvCB8WbsKzatjt6sJ2k/view?usp=drivesdk
498,Laudate Dominum,Julio Dominguez,35,https://drive.google.com/file/d/1bGlbmCTq3u3F8VwkRXJ-a9m2K55xGFTk/view?usp=drivesdk
499,El Niño,Rucaneo del Mabil,10,https://drive.google.com/file/d/1uGPmFAK8AcFIuzTJdOBXq1TZWHOFByA7/view?usp=drivesdk
500,A tu Lado,Javier Busto,,https://drive.google.com/file/d/1nJrY3vn13xnSyLsjpiqsrNySQOF-pUti/view?usp=drivesdk
501,El Rio,Modesta Bor,,https://drive.google.com/file/d/19lOlpF84B8nFqjzc5aDlTX0G5DrpGALp/view?usp=drivesdk
502,Tunggare,Stephen Leek,7,https://drive.google.com/file/d/1lpbp-Nryuk5NQhNmuvkELSpMWMjxjOJ-/view?usp=drivesdk
503,Ni na Ni na,Miguel Astor,7,https://drive.google.com/file/d/13E99rw3eIOnhRMQWX1IdPm_Dqlh13VaM/view?usp=drivesdk
504,-,-,-,
505,I surrexit Christus,Urmas Sisask,15,https://drive.google.com/file/d/1_GbfrEFF8BeByZRGOCWNz3Ju1XTLAg-q/view?usp=drivesdk
506,Comida,"Titas, Wagner Franklin",3,https://drive.google.com/file/d/1VqInTvXkrBoos_t-T1KsA7W7Xn36Lt08/view?usp=drivesdk
507,Chiclete com banana,"Gordurinha, Tom K",12,https://drive.google.com/file/d/11HhS5ItAcneKvyhugerlLu6USnJHCTX8/view?usp=drivesdk
508,Señora Santa Lucia,Luis Eduardo Galian,2,https://drive.google.com/file/d/1V9qGzY0wCLqYJq15952xfHGycHl0joyM/view?usp=drivesdk
509,El Negro Feliz,"Jose L Sosa, Jose M Joa",13,https://drive.google.com/file/d/1mpj7auN6F33xexWQjhEEHL8K1lJwGSJn/view?usp=drivesdk
510,A la virgen,Rafael Izasa,20,https://drive.google.com/file/d/1tQjTfkI6NjD730MhKN2sLqeJxHjnKPbw/view?usp=drivesdk
511,Al Nacimiento de Cristo Nuestro Señor,Antonio Estevez,20,https://drive.google.com/file/d/1bNQWcpO4z2Au3R-75tKKSZl7Zm6OZDKE/view?usp=drivesdk
512,Aire de Jaicoa,Pablo Fernández Badillo,20,https://drive.google.com/file/d/1yeWr-trJuW2RML2yxatVMbOT1RBcw_4E/view?usp=drivesdk
513,Cancion de Cuna,Vicente Emilio Sojo,14,https://drive.google.com/file/d/1yECRib7QslZvdLVwS8z0yaDBgbFQpzEj/view?usp=drivesdk
514,Adoramus te Christe,WA Mozart,20,https://drive.google.com/file/d/19JhtXFCOCr1BFsPhoFxuQflBPL2rE-FT/view?usp=drivesdk
515,Quieres Contar mis Estrellas,Miguel Delgado E,8,https://drive.google.com/file/d/1YIVUkB56y0_K6qJv_jjV2q_cb7QUZPsY/view?usp=drivesdk
516,Prende la Vela,Alberto Cabarsi,10,https://drive.google.com/file/d/1b7XG-hMy_r83UzgJoundSRU6dfGv5a1Y/view?usp=drivesdk
517,Luminoso Oriente,Rafael Izaza,20,https://drive.google.com/file/d/1s88h1jWOmYyLAlgvSjy9eMqvGYhqOhvY/view?usp=drivesdk
518,Adios Maripositas,E Castellanos,4,https://drive.google.com/file/d/1buqVJ-75GjDXucntPH4NDT1P75cLiKkp/view?usp=drivesdk
